damage,enemies,structures_destroyed,danger_percent
314,1,1,35.15
473,1,6,77.89
110,37,6,82.81
228,28,8,100.0
496,45,5,100.0
155,2,3,38.93
472,38,6,100.0
271,6,6,61.86
1,35,3,62.25
510,28,1,82.42
285,36,8,100.0
12,35,7,88.54
497,22,4,87.89
237,44,4,97.2
93,15,0,24.05
337,30,8,100.0
170,33,7,100.0
566,0,4,70.17
466,17,5,97.08
142,39,7,100.0
200,42,5,100.0
179,14,3,49.95
363,16,2,67.76
478,43,6,100.0
564,9,1,62.89
470,19,6,98.84
383,5,0,37.43
416,7,4,72.48
307,44,8,100.0
366,33,0,68.99
0,31,7,89.51
43,41,8,100.0
97,3,8,61.61
264,43,7,100.0
139,38,3,74.56
480,19,6,100.0
236,23,0,48.87
71,23,6,77.72
189,25,5,73.24
267,24,4,74.4
320,35,0,62.89
106,6,7,55.82
231,9,0,26.77
41,11,0,17.95
138,0,2,27.13
272,24,7,92.27
480,15,7,98.66
415,4,6,69.88
505,18,4,88.86
423,3,7,80.01
406,5,1,51.63
567,25,7,100.0
389,38,1,82.53
341,38,4,96.32
492,8,3,62.48
191,44,0,62.61
498,13,4,78.95
232,8,6,64.36
226,14,0,30.88
370,36,1,80.81
138,19,8,87.9
148,7,4,44.41
114,31,6,93.06
449,20,1,59.43
62,40,6,92.19
103,18,6,67.97
272,28,6,92.16
5,30,4,59.61
146,5,8,69.65
183,3,1,23.84
27,42,3,70.49
549,28,1,78.83
118,41,7,97.67
292,2,0,24.61
370,0,8,79.99
243,43,4,96.25
579,14,2,75.69
217,20,3,58.77
176,45,0,67.23
298,30,2,69.43
57,6,7,63.36
268,16,1,43.94
307,18,1,51.18
569,38,8,100.0
287,2,4,48.4
104,29,4,69.22
227,34,0,58.55
246,28,5,83.94
493,13,7,99.41
82,34,5,76.98
185,27,6,87.81
251,29,3,82.6
354,25,1,61.32
209,6,0,25.5
446,38,5,100.0
459,30,8,100.0
471,4,4,71.27
369,34,1,77.64
491,13,0,54.72
136,35,2,64.14
366,26,3,76.92
183,23,6,80.85
587,39,8,100.0
286,28,7,99.6
471,44,8,100.0
374,21,6,94.51
536,7,7,100.0
510,14,7,100.0
578,4,0,50.33
249,3,8,76.35
509,10,1,58.01
72,17,6,61.91
281,41,4,93.87
359,29,3,86.39
9,14,0,18.35
210,5,0,30.19
151,15,2,46.97
4,39,0,44.2
194,8,7,73.98
282,42,2,84.74
463,33,1,88.01
112,26,5,70.71
270,12,3,51.29
162,35,3,71.28
459,26,1,71.44
104,8,1,21.06
555,4,5,79.41
281,21,4,77.11
161,30,8,100.0
350,2,3,44.58
433,29,4,100.0
139,20,0,33.21
470,34,1,86.29
131,5,2,22.86
86,27,4,67.38
182,31,4,69.74
367,41,3,99.32
128,36,2,67.47
245,24,8,100.0
600,31,0,82.26
577,34,5,100.0
377,21,6,95.92
148,23,3,58.1
432,38,2,95.85
468,29,7,100.0
445,31,8,100.0
480,30,0,73.9
293,22,8,100.0
142,39,6,99.46
249,32,0,56.73
301,24,6,86.94
24,35,4,71.02
69,23,6,76.88
111,30,8,98.08
363,38,7,100.0
302,45,5,100.0
470,12,1,61.46
90,9,7,62.76
529,22,3,86.4
191,17,7,85.6
551,31,6,100.0
241,32,3,80.74
137,35,7,100.0
344,27,1,68.69
179,15,8,79.32
502,15,5,90.77
202,17,6,74.75
572,7,0,52.18
191,41,2,78.05
4,15,4,47.4
236,10,6,68.05
310,5,0,30.11
548,0,8,94.88
55,11,4,48.26
442,37,2,91.73
236,27,6,85.34
196,44,7,100.0
584,16,2,80.37
570,0,6,81.56
513,31,6,100.0
448,7,3,58.42
359,39,8,100.0
29,42,0,47.4
107,45,0,64.3
444,23,4,91.72
437,9,2,60.11
456,38,8,100.0
494,38,4,100.0
246,9,6,70.42
542,35,0,78.61
563,24,1,79.38
587,9,3,83.33
438,18,8,100.0
277,45,4,96.21
551,44,4,100.0
110,14,8,75.08
384,15,7,100.0
190,1,1,29.56
489,28,6,100.0
425,3,0,36.23
404,28,8,100.0
334,30,2,71.19
208,16,1,46.65
21,9,3,35.69
207,26,3,66.65
7,40,2,66.12
528,14,1,63.75
165,43,4,85.74
495,30,3,99.01
589,20,4,96.78
428,40,7,100.0
162,45,1,80.74
365,44,8,100.0
525,25,0,71.43
238,37,7,100.0
71,35,4,76.35
444,16,1,58.42
508,2,7,84.72
268,13,4,60.93
414,12,2,57.57
244,40,6,100.0
59,26,3,55.73
5,0,5,34.02
569,16,7,100.0
406,33,0,71.8
216,13,1,31.16
25,16,7,67.28
4,2,6,46.42
531,33,8,100.0
389,39,1,86.35
570,24,7,100.0
447,1,5,72.67
145,33,0,51.83
387,25,3,82.08
248,30,1,62.6
525,8,6,95.91
461,29,8,100.0
12,19,5,53.44
383,20,3,74.53
555,28,4,100.0
398,24,0,61.29
18,37,3,63.66
574,43,2,100.0
490,24,8,100.0
418,8,5,75.76
336,38,3,96.24
418,43,2,96.38
121,25,3,51.26
431,36,7,100.0
43,15,4,40.93
316,36,0,70.14
380,11,4,62.9
144,23,7,80.67
326,25,3,74.13
362,19,1,64.44
49,8,2,22.23
64,22,8,83.57
354,38,6,100.0
163,28,2,65.58
140,30,4,76.31
127,18,2,49.14
397,19,3,77.52
462,22,7,100.0
186,42,2,79.72
189,26,2,62.71
387,29,7,100.0
428,20,6,94.92
283,43,6,100.0
236,34,1,69.27
193,6,6,61.36
286,21,2,59.8
135,9,6,55.47
170,22,3,59.23
158,14,7,72.67
200,29,7,97.27
486,33,5,100.0
556,12,2,72.59
582,3,5,80.9
503,17,5,88.14
370,22,2,63.69
102,32,3,61.35
124,33,1,55.19
312,33,0,65.04
457,35,1,86.14
229,34,6,99.35
196,16,4,57.85
422,27,8,100.0
571,13,2,72.51
170,33,1,61.5
381,10,3,61.32
172,12,1,36.16
452,32,6,100.0
349,1,5,63.19
493,33,7,100.0
3,28,4,63.1
92,36,1,53.79
5,3,3,16.42
287,11,0,32.27
145,25,1,52.38
423,27,3,85.12
456,2,5,71.75
201,19,3,54.17
211,9,3,47.44
5,17,1,23.21
375,26,8,100.0
446,30,7,100.0
105,26,7,86.88
400,41,4,100.0
95,0,2,22.92
387,5,5,63.11
451,10,8,100.0
415,33,7,100.0
503,38,6,100.0
453,19,7,100.0
290,20,3,65.7
533,20,5,100.0
192,17,4,62.08
149,20,1,40.22
514,18,7,100.0
392,3,2,39.08
315,12,4,65.34
75,17,7,64.85
598,28,8,100.0
269,24,8,100.0
224,12,4,53.22
529,26,1,74.33
112,18,6,79.09
250,0,6,53.56
232,37,7,100.0
82,18,7,72.97
124,0,4,33.82
174,39,0,62.99
68,16,3,49.49
46,20,3,42.6
255,21,2,56.56
29,14,7,68.01
280,38,2,82.15
236,38,4,94.89
247,31,1,65.52
367,3,5,72.69
494,43,5,100.0
24,44,7,100.0
585,31,7,100.0
489,3,0,42.15
493,0,4,68.83
313,32,1,70.89
374,6,4,66.27
24,8,8,67.3
333,0,3,47.85
354,15,7,93.83
115,17,0,25.56
47,5,7,53.06
98,1,5,44.91
458,8,7,97.43
522,3,5,70.1
596,44,2,100.0
404,22,7,100.0
213,42,4,89.92
502,44,4,100.0
447,42,6,100.0
575,7,5,93.23
257,38,8,100.0
120,24,6,76.72
53,15,2,37.09
330,34,4,96.32
240,16,8,91.68
529,17,1,76.27
482,26,0,69.88
186,14,7,82.43
261,16,7,82.99
363,42,1,86.17
490,4,7,84.65
430,15,4,82.0
238,14,1,41.86
303,41,6,100.0
297,45,6,100.0
75,33,2,60.95
332,18,0,49.75
473,7,3,61.76
282,9,1,36.11
590,4,3,71.39
71,25,7,83.82
262,21,1,60.11
574,43,0,98.73
11,22,2,44.31
140,12,6,58.15
554,8,5,94.47
16,19,5,59.0
62,27,6,76.16
252,43,7,100.0
464,36,2,88.89
375,23,2,67.31
519,43,7,100.0
89,32,6,80.56
174,19,4,58.69
75,29,3,57.49
399,43,5,100.0
70,8,8,67.26
179,44,5,100.0
123,16,7,72.1
380,35,0,66.91
292,13,5,72.63
194,18,1,43.4
227,6,2,42.37
430,2,5,67.48
435,32,1,78.66
460,43,3,100.0
20,31,5,71.66
63,10,4,41.47
164,41,5,92.6
26,1,5,28.38
310,25,7,98.04
284,3,8,81.18
280,16,4,71.0
163,16,5,62.86
223,27,5,87.94
145,29,5,78.79
29,39,1,50.27
44,22,3,42.81
470,45,0,96.47
33,23,0,28.75
426,28,0,62.82
220,3,6,51.16
533,37,0,85.46
366,28,5,97.0
549,18,1,69.23
581,26,5,100.0
115,28,5,73.1
238,35,2,79.01
334,34,7,100.0
440,5,3,58.13
147,22,6,82.0
8,38,3,67.72
287,45,0,77.68
387,43,5,100.0
49,7,4,38.44
516,1,8,92.33
586,12,8,100.0
277,39,7,100.0
299,20,6,90.06
588,30,1,89.3
134,35,7,99.48
579,37,2,100.0
146,26,5,77.14
489,35,6,100.0
477,22,5,95.13
158,20,4,59.38
383,12,3,58.88
162,36,1,58.17
440,25,8,100.0
188,39,6,94.43
414,6,6,73.79
338,45,3,100.0
180,38,4,86.9
287,21,5,78.85
186,38,1,76.07
137,22,3,50.27
129,29,3,68.52
193,17,3,54.89
315,41,6,100.0
143,17,6,71.28
15,45,6,86.71
301,9,6,74.26
422,38,1,87.2
244,29,4,71.55
106,25,1,52.76
87,6,4,41.4
128,6,5,52.63
340,4,2,40.34
3,0,5,35.5
326,45,4,100.0
409,17,3,73.63
305,12,8,90.76
224,24,7,88.65
347,39,6,100.0
320,7,0,31.95
558,9,8,100.0
180,31,8,100.0
385,16,5,84.76
107,37,6,88.6
530,14,2,71.15
409,14,4,77.98
295,39,6,100.0
170,19,0,39.0
330,14,0,45.41
492,34,4,100.0
194,5,8,78.17
11,29,6,74.99
194,7,0,28.33
489,30,4,100.0
181,31,7,96.21
315,44,7,100.0
29,14,1,23.07
595,17,6,100.0
95,12,4,47.22
380,23,8,100.0
443,39,2,91.49
297,13,0,41.73
360,27,3,78.65
373,10,6,83.68
553,5,0,51.44
302,24,1,66.86
420,0,4,61.7
245,24,8,100.0
236,1,0,21.69
533,31,3,100.0
184,12,2,46.78
467,32,4,100.0
362,31,4,93.0
282,23,1,57.48
552,26,4,100.0
335,3,8,79.71
161,23,4,63.62
159,22,1,51.32
473,28,6,100.0
600,33,5,100.0
321,20,6,86.0
11,29,7,85.75
423,25,4,91.97
72,19,1,37.77
587,15,6,100.0
200,2,6,56.44
521,36,7,100.0
504,39,6,100.0
38,43,6,90.21
59,24,8,86.78
577,22,7,100.0
320,43,1,82.36
434,0,1,41.83
407,32,6,100.0
385,14,2,59.46
568,16,0,67.35
77,33,8,95.04
193,16,2,52.97
284,40,0,73.22
526,43,5,100.0
523,3,3,71.73
155,12,0,27.47
339,3,3,47.33
124,6,7,67.04
279,45,6,100.0
127,8,0,12.67
313,22,8,100.0
331,32,5,98.5
149,32,1,48.18
453,19,2,72.38
35,3,6,46.03
419,0,2,41.79
21,41,2,64.96
205,33,4,82.03
355,26,2,67.83
439,20,2,75.8
95,23,4,64.55
163,14,4,54.68
147,34,8,100.0
529,24,0,74.03
293,8,0,32.24
194,16,8,79.0
479,20,4,90.27
122,12,3,40.41
399,2,1,39.26
451,3,8,97.51
103,3,5,43.8
461,42,8,100.0
395,27,4,92.04
336,6,3,55.6
598,25,6,100.0
141,10,4,49.04
316,23,7,98.52
557,42,7,100.0
526,9,1,60.54
555,36,4,100.0
400,12,7,87.2
309,43,2,93.24
494,41,6,100.0
555,38,2,100.0
108,18,5,60.14
371,18,1,64.44
205,11,5,53.33
42,21,5,58.33
244,36,7,100.0
286,29,4,82.2
354,45,0,88.71
475,11,7,90.65
82,28,8,87.71
109,20,0,30.59
189,10,4,54.79
250,36,5,94.81
290,17,3,61.14
200,43,1,79.78
325,26,4,89.25
510,36,3,100.0
408,11,6,78.0
507,22,5,90.83
600,33,2,100.0
71,37,8,100.0
246,22,3,65.83
586,24,4,100.0
565,3,2,58.58
343,29,7,100.0
53,29,6,84.75
527,12,6,86.69
531,41,7,100.0
557,13,6,95.28
192,7,2,30.8
57,23,2,40.64
436,17,1,63.3
110,34,0,51.22
128,24,4,70.88
325,16,3,64.74
7,31,1,37.23
28,23,0,28.89
111,6,2,23.53
130,12,5,52.47
187,26,1,54.98
474,4,6,82.5
363,35,6,100.0
203,25,2,57.81
211,41,0,69.24
275,44,8,100.0
72,30,4,72.23
242,9,1,38.04
101,45,7,100.0
170,25,3,63.95
187,21,6,79.09
440,11,4,80.78
85,31,2,57.98
475,26,7,100.0
51,32,1,48.03
110,19,0,34.97
42,38,4,77.79
210,40,3,83.2
199,39,6,97.1
25,12,8,64.79
298,13,5,71.2
76,43,0,63.08
136,39,7,100.0
19,21,1,30.84
439,17,3,67.98
210,28,2,69.45
550,42,5,100.0
434,15,1,62.4
206,45,4,100.0
438,34,8,100.0
41,33,2,56.22
410,2,1,47.65
522,3,1,52.58
426,4,8,93.23
274,9,5,68.7
447,28,1,78.43
368,31,2,79.13
219,30,0,53.38
576,1,1,56.89
231,11,1,41.28
327,26,1,68.53
442,4,6,81.36
51,36,2,62.67
375,26,3,78.92
262,22,1,51.54
266,32,4,88.8
358,3,8,81.94
316,20,8,100.0
323,23,6,97.96
562,43,7,100.0
420,30,4,96.81
45,43,4,80.02
599,23,2,88.03
268,9,5,68.21
600,1,0,49.05
380,30,2,77.17
117,24,1,49.52
565,3,6,88.53
115,10,8,70.89
259,16,3,61.34
74,43,6,100.0
479,1,7,80.99
304,5,1,36.02
6,8,6,48.09
365,4,2,48.81
522,19,7,100.0
347,28,5,91.65
437,20,2,65.99
214,8,7,76.35
428,27,2,75.16
497,7,8,100.0
539,30,2,91.59
366,19,0,52.73
312,26,1,69.26
537,7,3,83.01
53,20,1,28.21
540,27,3,99.04
466,22,3,82.56
163,5,3,42.73
333,2,0,32.87
546,4,8,100.0
347,8,6,77.5
272,6,1,31.9
413,3,2,53.35
499,38,7,100.0
92,4,6,50.22
78,10,3,35.84
216,14,3,57.61
357,33,8,100.0
506,12,4,76.1
558,6,4,80.33
180,39,6,98.71
575,5,0,46.13
245,38,2,78.79
243,29,1,57.41
505,21,5,91.79
421,24,5,91.85
319,27,0,53.81
86,19,5,59.59
216,38,1,64.08
489,2,3,59.44
518,4,5,75.89
277,0,2,36.66
168,14,2,45.61
329,25,2,70.36
440,2,3,56.16
390,39,8,100.0
495,40,3,100.0
380,41,3,95.85
305,33,3,86.31
512,4,6,77.72
187,30,4,76.64
515,12,1,60.81
426,42,6,100.0
501,0,2,47.38
259,21,0,45.97
512,14,8,100.0
70,25,4,53.98
477,17,0,54.26
177,8,0,23.39
456,0,0,38.54
188,42,8,100.0
290,8,7,80.54
519,22,5,96.1
291,42,5,99.82
282,44,5,100.0
543,1,3,59.22
376,13,4,68.22
155,37,2,73.53
507,39,2,100.0
412,17,6,90.09
527,15,4,83.37
354,28,7,100.0
558,43,4,100.0
186,10,3,41.52
30,5,2,13.61
259,2,1,37.15
420,13,2,57.31
528,1,6,84.55
550,31,7,100.0
303,30,4,86.83
38,10,0,12.64
488,21,2,71.54
541,2,3,59.42
277,30,3,79.17
202,32,0,60.36
65,23,8,83.22
107,0,3,25.84
267,43,1,82.25
221,14,8,83.74
529,36,3,100.0
89,26,3,57.99
254,37,5,95.58
454,26,7,100.0
252,43,4,100.0
256,11,7,81.6
382,2,0,37.33
441,29,3,85.91
598,31,0,89.42
89,22,2,49.08
389,1,6,65.32
581,6,0,55.84
43,33,4,66.99
597,31,0,78.78
18,38,5,80.06
100,31,8,99.36
356,42,2,92.49
541,42,5,100.0
32,13,3,36.34
228,2,5,63.01
523,45,1,97.61
154,31,3,72.51
422,42,6,100.0
245,35,5,90.68
404,16,8,100.0
540,2,6,79.03
160,9,0,21.22
116,39,5,88.39
270,17,2,48.8
486,2,7,88.81
171,38,0,55.42
273,9,1,33.33
258,8,2,38.92
134,45,2,86.42
421,45,6,100.0
420,10,7,92.84
185,32,8,100.0
363,35,6,100.0
377,25,7,100.0
522,26,5,100.0
579,37,1,94.5
195,21,0,35.37
97,25,2,53.25
21,21,8,81.09
449,4,6,78.58
171,34,1,62.75
382,1,0,29.98
133,34,1,54.63
425,8,2,56.62
24,17,5,56.9
502,42,8,100.0
184,11,7,75.46
84,2,8,58.08
566,17,7,100.0
143,37,6,93.47
411,6,5,72.1
223,32,7,96.47
219,5,5,55.24
178,17,1,43.27
432,44,8,100.0
264,21,8,100.0
428,38,2,94.92
415,8,8,95.91
452,34,1,81.67
196,22,2,52.43
553,11,5,93.82
52,23,3,55.06
479,39,7,100.0
442,8,0,47.85
329,12,5,75.82
250,39,1,68.84
122,41,5,93.62
386,16,0,45.88
338,6,1,31.02
347,16,8,98.32
28,23,5,63.37
34,1,7,48.96
517,34,6,100.0
395,27,8,100.0
293,18,8,97.63
588,32,3,100.0
348,20,6,89.07
146,9,4,52.2
66,45,6,99.72
519,44,3,100.0
121,8,0,16.78
339,37,3,84.76
174,5,2,30.91
596,41,8,100.0
450,34,4,100.0
556,17,3,85.55
135,18,7,76.97
15,4,4,33.72
332,24,2,64.45
194,10,1,34.79
495,9,7,93.34
8,16,1,20.19
333,35,7,100.0
332,25,4,88.71
326,30,7,100.0
14,31,4,64.8
225,20,0,45.19
424,17,1,70.02
407,17,5,83.49
112,0,2,19.43
427,13,7,90.59
0,7,4,38.96
265,1,2,31.93
490,14,6,93.52
207,33,7,94.26
368,35,3,94.48
305,0,8,81.03
11,20,5,60.76
344,41,0,70.3
464,0,4,65.55
493,31,4,95.95
367,19,6,91.39
419,35,6,100.0
170,38,5,92.94
133,29,7,93.08
426,6,1,47.75
24,21,6,58.27
529,44,6,100.0
189,9,3,45.81
140,7,1,22.49
554,26,3,88.74
314,9,3,61.58
443,13,5,88.47
318,45,6,100.0
440,10,2,57.49
91,5,0,3.21
178,20,2,54.3
55,32,8,96.27
154,18,0,32.42
110,38,7,100.0
136,23,1,48.37
231,17,5,72.08
467,34,2,91.3
480,42,6,100.0
67,36,1,57.78
248,18,3,57.51
322,23,8,100.0
517,33,5,100.0
431,21,3,84.53
486,3,1,51.11
428,9,8,94.29
268,1,3,42.46
536,7,8,99.86
147,32,1,62.68
117,37,6,99.25
366,42,4,100.0
65,27,7,89.33
369,9,7,86.43
174,44,3,89.27
587,0,3,71.36
494,33,7,100.0
113,2,2,24.72
110,8,6,61.13
438,4,7,87.93
146,41,7,100.0
34,9,3,24.27
308,11,8,89.14
537,17,3,74.47
13,20,7,66.58
373,20,5,82.84
556,0,4,68.21
427,2,3,59.34
232,4,4,53.51
562,24,0,75.79
439,7,6,85.05
501,16,7,100.0
274,8,8,73.53
75,31,2,56.24
438,5,8,85.85
288,39,4,97.88
539,20,5,91.25
252,6,0,26.64
125,6,8,71.39
176,38,8,100.0
36,26,5,70.43
409,7,7,88.65
126,8,3,40.7
482,27,4,99.75
167,14,4,54.72
591,1,6,88.09
293,6,6,69.68
342,17,6,86.71
309,21,4,73.23
527,9,3,67.49
539,32,7,100.0
418,6,0,39.07
443,2,0,34.89
557,13,5,96.07
235,43,1,72.21
438,45,2,100.0
213,35,3,83.21
84,12,1,31.26
84,15,6,68.59
488,15,0,54.68
64,4,2,26.06
63,24,1,36.09
342,37,8,100.0
351,37,7,100.0
157,37,2,67.66
588,38,4,100.0
490,40,2,98.23
462,25,5,95.53
224,12,4,61.75
312,43,1,82.33
465,25,7,100.0
87,0,5,40.12
302,7,2,45.78
434,3,0,38.69
134,20,4,59.5
49,21,1,41.29
431,36,1,87.22
339,2,8,81.59
346,18,6,86.49
346,0,5,59.7
244,28,0,54.79
108,22,1,47.54
532,32,6,100.0
89,40,2,70.76
295,22,1,61.01
111,4,5,40.23
588,6,7,99.02
176,5,7,61.32
342,21,1,60.78
100,12,5,53.47
400,11,4,70.68
27,3,6,43.12
536,7,3,73.66
57,36,1,55.18
497,30,2,89.68
296,36,8,100.0
133,44,7,100.0
330,25,8,100.0
248,42,4,100.0
549,7,4,73.38
74,39,6,84.82
167,32,6,83.53
502,44,0,84.64
354,28,4,90.61
224,4,7,70.43
530,27,6,100.0
145,39,1,60.67
240,16,7,86.88
343,22,1,60.57
34,44,0,56.19
0,8,2,25.1
152,1,2,23.33
428,31,5,100.0
507,30,2,94.89
125,6,6,54.07
490,29,7,100.0
481,2,2,53.53
344,8,8,89.85
220,9,0,32.66
24,45,2,64.25
527,25,2,86.3
181,0,6,47.36
498,29,4,100.0
41,37,3,66.75
480,14,1,69.45
438,24,6,96.66
401,5,2,56.56
545,17,6,96.18
344,0,6,61.21
44,2,1,5.71
20,16,6,60.8
69,7,5,41.73
47,39,3,64.67
490,16,4,85.21
550,24,7,100.0
286,40,4,97.04
9,11,2,26.27
541,28,1,90.7
273,24,5,83.72
599,35,5,100.0
380,24,6,98.77
328,28,7,100.0
478,10,3,71.94
14,3,7,47.6
515,13,0,56.44
190,45,5,100.0
167,37,5,82.49
520,16,2,67.36
136,1,8,67.72
153,7,4,43.99
387,35,0,70.49
208,9,6,67.11
271,6,2,40.34
142,35,3,74.53
68,15,5,55.74
246,13,7,81.57
260,15,3,55.49
78,24,8,87.81
524,40,7,100.0
329,3,5,60.15
188,28,6,91.3
94,5,7,58.81
7,0,1,10.0
66,38,4,77.4
495,0,6,78.47
190,39,7,100.0
365,2,4,62.45
520,0,2,55.54
116,0,5,43.69
266,38,4,91.41
484,20,7,100.0
508,44,8,100.0
297,29,8,100.0
163,31,5,82.25
375,32,3,91.81
267,21,3,63.64
548,29,8,100.0
73,45,3,79.63
507,3,7,94.42
72,22,8,90.53
307,43,4,100.0
198,24,5,77.31
129,11,2,38.6
571,16,4,89.82
486,14,4,83.75
150,9,1,28.96
205,34,5,93.75
178,28,8,100.0
196,11,6,71.12
88,0,7,51.72
433,0,1,48.84
182,9,8,79.3
208,17,2,51.03
492,1,4,63.52
129,7,6,57.33
12,21,3,46.12
105,21,6,69.45
374,25,7,100.0
581,25,3,95.32
98,8,4,43.66
593,20,2,77.39
586,30,4,100.0
191,42,7,100.0
324,5,2,44.84
466,13,4,83.02
366,32,0,75.89
317,6,1,41.77
143,23,2,47.1
383,8,0,38.86
215,10,8,83.58
360,22,8,100.0
323,1,4,56.99
14,14,3,37.03
216,34,4,82.63
491,35,3,100.0
546,27,4,100.0
182,38,6,95.09
269,43,7,100.0
466,3,1,41.4
518,9,3,57.76
541,5,7,97.86
466,29,6,100.0
304,45,8,100.0
143,34,4,73.03
110,42,5,91.46
231,9,7,73.67
583,31,4,100.0
591,41,8,100.0
499,41,3,100.0
594,2,7,96.68
553,25,2,92.02
272,14,4,66.09
172,16,7,83.42
6,26,6,72.93
154,17,0,34.44
521,18,3,84.25
545,11,1,65.75
547,23,1,76.32
517,4,6,79.95
214,23,2,61.54
133,26,2,59.49
284,29,5,91.03
125,14,5,57.11
438,37,0,73.21
151,43,0,64.02
330,33,5,93.1
537,26,6,100.0
382,19,8,100.0
114,40,3,73.56
481,31,5,100.0
283,3,2,38.6
74,4,3,27.79
165,7,8,66.78
188,21,0,36.83
77,41,4,78.1
20,6,6,42.9
565,21,2,82.08
183,45,1,70.55
221,29,1,58.33
327,36,0,70.32
178,15,4,54.94
111,14,2,40.38
58,4,6,42.99
326,2,0,24.03
190,22,8,93.15
199,9,1,35.97
311,4,7,78.65
34,22,3,55.07
378,14,5,78.03
386,17,8,100.0
236,24,6,82.55
518,7,7,90.32
282,30,6,98.47
0,20,1,27.4
463,1,8,95.17
229,21,0,37.67
171,7,1,30.53
86,22,2,42.26
552,31,2,91.08
122,7,3,39.82
297,3,4,50.66
574,29,5,100.0
483,18,0,56.99
164,22,7,92.16
382,17,5,80.99
208,28,8,100.0
431,22,4,86.07
388,32,6,100.0
559,17,3,82.16
223,43,5,100.0
2,32,5,72.64
371,6,3,52.93
445,27,5,100.0
115,0,7,59.44
269,38,4,95.55
446,33,1,82.06
367,38,8,100.0
252,18,3,62.96
316,30,3,79.21
414,12,6,85.53
94,23,5,60.03
23,4,3,28.11
49,22,5,57.03
501,18,2,75.15
497,0,6,82.38
334,32,5,95.74
78,32,2,62.5
581,31,0,80.69
26,27,4,62.88
270,36,1,66.08
561,40,6,100.0
246,11,6,75.38
590,8,3,78.17
386,10,5,73.81
558,32,0,77.43
360,18,1,55.34
487,41,5,100.0
351,33,1,74.7
255,6,3,40.89
221,30,3,68.68
0,1,8,58.21
545,18,6,100.0
445,37,6,100.0
78,31,0,36.38
235,9,4,53.1
333,40,2,80.23
348,7,2,48.62
97,25,5,80.07
81,29,3,54.39
501,10,7,96.84
476,40,3,100.0
549,19,7,100.0
13,19,3,42.75
391,8,2,53.29
346,7,4,57.46
309,14,4,66.45
385,33,0,71.37
208,23,7,94.16
356,32,7,100.0
600,40,7,100.0
567,40,3,100.0
93,44,8,100.0
92,39,2,70.3
339,26,6,99.84
596,20,5,99.5
444,4,8,92.91
21,34,3,59.27
290,20,3,70.74
484,3,5,74.17
305,15,7,81.82
127,30,2,58.28
272,25,7,99.09
441,34,7,100.0
502,5,6,83.11
129,32,6,85.38
131,20,4,56.53
596,15,1,70.6
481,38,1,87.16
389,33,7,100.0
592,41,5,100.0
324,14,7,88.71
68,5,2,24.66
447,1,0,40.74
527,23,5,100.0
164,27,1,54.8
487,0,8,92.37
425,0,4,55.81
264,27,4,75.24
341,35,7,100.0
277,19,5,80.47
438,7,2,56.73
156,0,8,67.95
421,25,3,87.19
250,42,3,87.0
529,24,1,77.75
326,9,2,49.83
96,11,3,39.07
512,40,6,100.0
215,6,2,42.14
131,11,7,69.39
259,39,7,100.0
124,16,1,32.41
81,4,3,33.48
282,13,7,79.64
58,33,0,46.06
543,16,0,64.57
160,34,3,71.45
283,0,1,30.41
105,35,0,51.14
104,14,7,70.46
438,18,1,63.19
227,41,3,87.11
581,4,2,64.8
317,18,1,53.7
463,42,7,100.0
598,38,2,100.0
471,4,8,95.54
55,11,4,43.99
12,18,8,78.38
439,11,2,63.8
17,35,4,65.88
112,11,5,53.99
228,17,8,89.39
170,42,7,100.0
294,33,1,69.61
188,32,1,62.39
425,17,4,81.11
78,28,4,70.76
181,44,4,94.24
498,4,3,60.82
70,24,7,78.03
247,23,4,75.78
145,28,0,38.74
295,37,4,88.62
581,32,0,84.92
469,9,3,71.62
505,36,0,88.83
192,32,5,85.39
67,22,5,68.5
493,10,0,51.73
51,23,7,71.05
362,23,3,76.03
473,6,1,49.06
520,20,0,69.27
430,19,2,70.1
297,9,6,68.45
434,24,7,100.0
197,35,4,83.68
127,14,6,56.28
531,43,1,98.51
410,39,3,100.0
64,39,5,80.19
240,5,4,55.18
368,36,5,100.0
535,1,1,46.43
383,11,6,81.65
430,3,7,87.48
82,22,8,84.95
573,12,5,87.16
285,16,6,80.43
533,30,0,75.23
458,15,8,100.0
211,40,5,99.8
125,25,3,58.24
412,27,8,100.0
498,0,0,34.61
424,11,1,50.6
553,36,2,100.0
542,19,0,66.37
157,1,1,23.98
111,35,1,58.31
401,14,6,93.14
121,37,5,78.58
272,21,8,98.21
293,43,4,100.0
397,31,8,100.0
470,19,8,100.0
206,35,1,64.95
109,32,8,96.97
439,14,2,60.81
277,45,2,84.77
567,2,8,100.0
568,28,6,100.0
481,26,7,100.0
113,4,6,54.87
476,30,8,100.0
320,21,7,100.0
178,34,3,78.35
218,6,1,26.88
527,5,4,75.25
491,25,1,69.1
60,0,3,24.83
53,18,1,34.76
537,6,4,70.91
64,35,5,77.95
585,11,0,60.04
170,19,7,82.84
272,22,1,53.55
534,24,4,92.83
390,29,7,100.0
326,28,4,79.07
107,30,2,56.63
161,17,5,64.01
451,40,0,83.54
205,18,0,35.76
589,3,7,90.19
15,0,6,38.73
326,40,2,90.8
1,14,7,67.43
9,7,7,64.38
433,14,0,58.21
124,14,6,60.93
80,38,1,56.87
484,21,1,70.33
